Boro,HH,avg_traffic,avg_nb_measurements
Manhattan,0,12892.645933014353,97.22966507177034
Brooklyn,0,8476.426332288402,168.10344827586206
Queens,0,6225.785467128027,109.66089965397924
Bronx,0,5762.127192982456,112.85964912280701
Staten Island,0,1599.5978260869565,46.34782608695652
Manhattan,1,9648.803827751197,97.22488038277513
Brooklyn,1,5817.858934169279,168.30721003134795
Queens,1,4056.1038062283737,109.66089965397924
Bronx,1,4029.469298245614,112.85964912280701
Staten Island,1,957.7826086956521,46.34782608695652
Manhattan,2,7438.497607655502,97.24401913875599
Brooklyn,2,4228.993730407524,168.27586206896552
Bronx,2,3077.842105263158,112.85964912280701
Queens,2,2951.78892733564,109.66089965397924
Staten Island,2,663.1032608695652,46.34782608695652
Manhattan,3,6361.803827751196,97.24401913875599
Brooklyn,3,3630.115987460815,168.35109717868337
Bronx,3,2845.1315789473683,112.85964912280701
Queens,3,2757.4048442906574,109.66089965397924
Staten Island,3,589.2717391304348,46.34782608695652
Manhattan,4,6697.311004784689,97.2535885167464
Brooklyn,4,4506.626959247649,168.61442006269593
Queens,4,4009.8685121107264,109.66089965397924
Bronx,4,3731.4429824561403,112.85964912280701
Staten Island,4,863.5380434782609,46.34782608695652
Manhattan,5,8893.215311004784,97.1866028708134
Brooklyn,5,7699.240625,168.178125
Queens,5,7519.703448275862,109.29310344827586
Bronx,5,6176.482456140351,112.85087719298245
Staten Island,5,1933.625,46.34782608695652
Manhattan,6,13649.514285714286,96.33809523809524
Brooklyn,6,13076.103125,168.2125
Queens,6,12989.452702702703,107.24324324324324
Bronx,6,10468.366812227074,112.22270742358079
Staten Island,6,3712.8858695652175,46.22282608695652
Manhattan,7,17249.531100478467,96.72727272727273
Brooklyn,7,17163.601246105918,168.11214953271028
Queens,7,16482.729096989966,106.49498327759197
Bronx,7,14508.320346320346,111.61471861471861
Staten Island,7,5666.994535519126,46.63387978142077
Brooklyn,8,18629.26168224299,168.01246105919003
Manhattan,8,18327.655502392343,96.99521531100478
Queens,8,17362.026936026938,107.0909090909091
Bronx,8,15220.295652173912,112.00434782608696
Staten Island,8,6194.637837837838,46.075675675675676
Manhattan,9,18300.783653846152,97.5
Brooklyn,9,18249.15673981191,169.18808777429467
Queens,9,16188.081911262798,108.35494880546075
Bronx,9,14040.960698689956,112.42794759825327
Staten Island,9,5799.221621621622,45.983783783783785
Manhattan,10,18297.623188405796,97.95169082125604
Brooklyn,10,17769.937304075236,169.05329153605015
Queens,10,15561.709897610921,108.31399317406144
Bronx,10,13876.259911894273,113.34801762114537
Staten Island,10,5984.093406593406,46.824175824175825
Manhattan,11,18768.533980582524,98.74271844660194
Brooklyn,11,18327.235849056604,169.3930817610063
Queens,11,16227.828178694159,109.2233676975945
Bronx,11,14613.995555555555,114.41333333333333
Staten Island,11,6364.005464480874,46.63387978142077
Manhattan,12,19042.79126213592,98.80582524271844
Brooklyn,12,18908.95283018868,169.2987421383648
Queens,12,17040.24742268041,109.3298969072165
Bronx,12,15304.964444444444,114.52444444444444
Staten Island,12,6762.994535519126,46.85245901639344
Brooklyn,13,19442.223270440252,169.21069182389937
Manhattan,13,19426.038834951458,98.87378640776699
Queens,13,17795.082474226805,109.25773195876289
Bronx,13,16038.853333333333,114.56444444444445
Staten Island,13,7132.120879120879,47.29120879120879
Brooklyn,14,20568.603773584906,169.1823899371069
Manhattan,14,20291.199029126212,98.89320388349515
Queens,14,19412.876288659794,109.29553264604812
Bronx,14,17401.44,114.64888888888889
Staten Island,14,7679.406593406594,47.38461538461539
Brooklyn,15,21614.905660377357,169.0314465408805
Manhattan,15,21216.388349514564,98.89320388349515
Queens,15,20312.6529209622,109.29209621993127
Bronx,15,18414.2,114.68
Staten Island,15,7981.483516483517,47.37362637362637
Brooklyn,16,21918.48113207547,168.83647798742138
Manhattan,16,21392.936893203885,98.90291262135922
Queens,16,20509.40206185567,109.30584192439862
Bronx,16,18792.284444444445,114.70222222222222
Staten Island,16,7987.784530386741,47.55801104972376
Brooklyn,17,22073.330188679247,168.54088050314465
Manhattan,17,21617.033980582524,98.9126213592233
Queens,17,20502.917525773195,109.31958762886597
Bronx,17,18752.68,114.70222222222222
Staten Island,17,7897.303867403315,47.55801104972376
Manhattan,18,21632.441747572815,98.8883495145631
Brooklyn,18,21021.776729559748,168.43710691823898
Queens,18,19547.25085910653,109.31958762886597
Bronx,18,17539.106666666667,114.70222222222222
Staten Island,18,7282.088397790055,47.55801104972376
Manhattan,19,20957.980582524273,98.62135922330097
Brooklyn,19,19043.962264150945,168.16666666666666
Queens,19,17531.539518900343,109.0446735395189
Bronx,19,15402.471111111112,114.06222222222222
Staten Island,19,6257.640883977901,47.29281767955801
Manhattan,20,19645.990291262136,98.62135922330097
Brooklyn,20,16741.056603773584,168.13522012578616
Queens,20,14821.9793814433,109.0446735395189
Bronx,20,13156.897777777778,114.06222222222222
Staten Island,20,5133.795580110497,47.29281767955801
Manhattan,21,18388.56796116505,98.62135922330097
Brooklyn,21,14601.622641509433,168.1069182389937
Queens,21,12400.309278350516,109.0446735395189
Bronx,21,11179.964444444444,114.06222222222222
Staten Island,21,4101.613259668508,47.29281767955801
Manhattan,22,17497.990291262136,98.62135922330097
Brooklyn,22,12816.040880503144,168.20754716981133
Queens,22,10670.254295532646,109.0446735395189
Bronx,22,9563.804444444444,114.06222222222222
Staten Island,22,3194.5524861878453,47.29281767955801
Manhattan,23,15631.864077669903,98.6504854368932
Brooklyn,23,10952.817610062893,168.50943396226415
Queens,23,8418.498281786942,109.03780068728523
Bronx,23,7746.293333333333,114.06222222222222
Staten Island,23,2405.696132596685,47.29281767955801
